Date,Close,High,Low,Open,Volume
20140102,54.33047866821289,54.83694294616746,53.814085426561235,54.44964896198744,43195500
20140103,54.1815185546875,55.263957374437304,54.15172408873688,54.638326624760154,38246200
20140106,56.8032112121582,56.862792574877744,53.675060869386684,54.04249316301946,68852600
20140107,57.51821517944336,58.14384601757691,56.82307401288968,57.29974386491302,77207400
20140108,57.82606506347656,58.00481672826046,56.83300194278165,57.20043423673292,56682400
20140109,56.82307052612305,58.55099816014948,56.25702487481421,58.243151030490125,92253300
20140110,57.5380744934082,57.895577814551395,56.66418169531937,56.733695809071094,42449500
20140113,55.522159576416016,57.84592745757148,54.99583732852231,57.50828584105366,63010900
20140114,57.339473724365234,57.379193375307885,55.710846812175085,56.068350188308635,37503600
20140115,57.200439453125,58.16371198027993,56.87273056329257,57.577804534108715,33663400
20140116,56.79328155517578,57.617525807918,56.43578199466684,56.86279567429436,34541800
20140117,55.909454345703125,57.41891078176724,55.68105027677856,56.90251749141094,40849200
20140121,58.10411834716797,58.17363624699085,56.1080632505642,56.20736804190838,48669200
20140122,57.111061096191406,58.8985778282825,56.70390534904518,58.44176589217291,61352900
20140123,56.2371711730957,56.28682357641662,55.303689322426,55.97897261465005,47951800
20140124,54.072296142578125,56.02862822054133,54.02264373641909,55.76050446963543,55200700
20140127,53.178531646728516,54.55888883784862,51.49032351116476,54.35034648269422,73924100
20140128,54.75749969482422,54.89652792516165,53.625408346950664,53.645270063889605,48191200
20140129,53.15867233276367,54.568824058556814,52.82103069038239,54.231182416175535,92995600
20140130,60.65629959106445,62.06644745897952,60.04059770474195,61.689082397723034,150178900
20140131,62.13595962524414,62.93040937011656,59.752606602391694,60.05052857142465,87794600
20140203,61.05351638793945,63.32763170130237,60.27892841446918,62.592763371117414,74866600
20140204,62.3147087097168,62.70200270753209,61.39115973574107,61.61956379116458,45985500
20140205,61.75859069824219,62.721863084301894,60.84497449606038,62.304778415019314,51685100
20140206,61.72880172729492,62.34449978442808,61.03365680434583,61.03365680434583,42086500
20140207,63.87382125854492,64.12208704508723,61.78839016688368,61.83804256654509,60704300
20140210,63.109161376953125,64.04263935868843,63.02971829615459,63.853962515321314,43666100
20140211,64.400146484375,64.54910747846563,62.91055169641041,63.30777848849514,45675600
20140212,64.00289916992188,64.60866812890686,63.605680081675324,64.46963993272688,47282100
20140213,66.8629379272461,66.8629379272461,63.60569228908517,63.73478775989487,61911700
20140214,66.62460327148438,67.11120967131907,66.25717475396213,67.03176280075782,36694900
20140218,66.83316040039062,67.07149346127808,65.61168925745856,66.47565702082375,43809900
20140219,67.58788299560547,68.60081176279733,66.53523836534107,66.58489455888883,62087100
20140220,69.14698791503906,69.62366158486944,65.27404749472771,67.26017389549084,130928900
20140221,68.11420440673828,69.47470378129404,67.97517615841537,69.2065800385202,70932400
20140224,70.28900909423828,70.94443441506785,68.06454974226067,68.26315934322504,76620300
20140225,69.36544799804688,70.50747194627333,68.9682212886895,70.45781576642767,52077000
20140226,68.77955627441406,70.72595915010453,68.37239674393498,69.70310531212914,55322700
20140227,68.46177673339844,69.524354012448,68.39226261519784,68.8589959365615,41653700
20140228,67.98511505126953,69.39526316957756,66.9126048303851,68.98811114171544,66783700
20140303,66.94239807128906,67.57795795231173,66.04863962095362,66.49551505788564,56824100
20140304,68.32275390625,68.42205871490293,67.1509389806144,68.18372565884165,42013500
20140305,71.07353210449219,71.47075889522328,69.13706191732554,69.20657603746817,74567700
20140306,70.34857940673828,71.39129858915575,69.7626758724155,71.38136583772689,46026500
20140307,69.31580352783203,70.68622780153783,68.98809090483616,70.58692301239446,38927000
20140310,71.53034210205078,71.64951241527679,70.02088935020984,70.27908033082629,59871600
20140311,69.61372375488281,72.08644882209792,69.47469552308569,71.99707677728708,59408300
20140312,70.3883056640625,70.85504650586944,68.52134987330447,69.37538469523425,46340500
20140313,68.35255432128906,70.85507070734774,67.67727091926174,70.79548932896873,57091000
20140314,67.250244140625,68.9483813798174,66.99204557560138,68.014899505366,48227000
20140317,68.2631607055664,68.47170306368211,66.15787161803412,67.7070477505912,52197000
20140318,68.71004486083984,69.1171968308728,67.82621922373785,68.2830273840906,40827000
20140319,67.76661682128906,68.80933599914874,67.0019616469362,68.69016571193153,43981000
20140320,66.50544738769531,67.75670921018359,66.35648638417767,67.53823408188724,44439000
