Date,Close,High,Low,Open,Volume
20140102,17.156696319580078,17.2776647609515,17.12226737529361,17.235791451979534,234684800
20140103,16.779842376708984,17.17438394218297,16.762781952557027,17.14833031065933,392467600
20140106,16.871339797973633,16.960359115419386,16.55092889570628,16.67034687137878,412610800
20140107,16.750680923461914,16.93430364146784,16.684924016191996,16.88343546562028,317209200
20140108,16.856765747070312,16.921901481970018,16.708812660976314,16.71253318844471,258529600
20140109,16.64150619506836,16.962226977500755,16.60521530968146,16.96036505696146,279148800
20140110,16.530466079711914,16.77426340891089,16.473703998636108,16.74417615978406,304976000
20140113,16.617002487182617,16.826990342243267,16.4355497229694,16.436480683207197,378492800
20140114,16.94763946533203,16.958184820332526,16.6768560847931,16.69422626898022,332561600
20140115,17.287906646728516,17.375996671088593,17.11110706231483,17.16880008139063,391638800
20140116,17.19144058227539,17.272086228123992,17.11172423983902,17.211601993737542,229278000
20140117,16.770231246948242,17.123830548750266,16.746347640027125,17.10553104773365,426739600
20140121,17.030773162841797,17.061789704426307,16.762471132967843,16.780151091755037,328526800
20140122,17.106449127197266,17.28572844332246,16.991684324509677,17.087838215717998,379985200
20140123,17.251304626464844,17.261230448870354,16.898636445809267,17.057756059094654,403239200
20140124,16.937725067138672,17.23394107521195,16.896781033945626,17.183692408186104,429354800
20140127,17.07512664794922,17.208502417815513,16.927794759285128,17.06179006487016,554878800
20140128,15.710358619689941,15.97400584784067,15.572949245217208,15.780457262256789,1065523200
20140129,15.532003402709961,15.737339685789376,15.465936726539546,15.631259957368718,502810000
20140130,15.501917839050293,15.710356791905767,15.406385113546614,15.58752639888158,678501600
20140131,15.527353286743164,15.55619979585984,15.308680381295009,15.359238800081622,464797200
20140203,15.556201934814453,15.748511469863727,15.487034244807456,15.589701592221028,401464000
20140204,15.781381607055664,15.802164207270815,15.594346487679566,15.690190618545854,376681200
20140205,15.899250984191895,15.98268784985042,15.702599788619496,15.712215842246682,328344800
20140206,15.991928100585938,16.022820346338168,15.845272421458153,15.915480707453797,257765200
20140207,16.215652465820312,16.31706294100885,16.14388607810411,16.26869820152324,370280400
20140210,16.506153106689453,16.59976302631733,16.163230578637634,16.18382429435596,345559200
20140211,16.723642349243164,16.77949435293334,16.52206787524951,16.55670458299209,282256800
20140212,16.722393035888672,16.835973444740933,16.63877000562641,16.754533435336036,308100800
20140213,16.987937927246094,17.00104272162611,16.66872853280619,16.68308148219519,307398000
20140214,16.97420310974121,17.036299225438906,16.887460520298276,16.92677489545701,272924400
20140218,17.03660774230957,17.198862831677868,17.024749441078715,17.036919364334608,260251600
20140219,16.76763916015625,17.064693323261533,16.673405976707105,16.9979178777287,313768000
20140220,16.57355308532715,16.756091943025368,16.506466026533342,16.630966529527633,305858000
20140221,16.389453887939453,16.68026722911539,16.36917179333646,16.624725185477416,278784800
20140224,16.461223602294922,16.53517635689785,16.301153166580406,16.3239315748608,288909600
20140225,16.2899169921875,16.524251764585255,16.256841729157436,16.518324280173832,231952000
20140226,16.142948150634766,16.381652274243102,16.088342643053956,16.338280156756355,276217200
20140227,16.464967727661133,16.499602768998216,16.10238630473376,16.136398101966723,301882000
20140228,16.420345306396484,16.623477864273323,16.291787062059324,16.508960941155475,371968800
20140303,16.4677791595459,16.55795626815458,16.31332290671645,16.332356852359506,238781200
20140304,16.57636260986328,16.620048024323186,16.468088105986954,16.568875348098324,259140000
20140305,16.61131477355957,16.68588911777067,16.5105275081972,16.566382860463463,200062800
20140306,16.56106948852539,16.6762096511325,16.478381340950136,16.62472369773699,185488800
20140307,16.551401138305664,16.599454260869706,16.41441907671991,16.571683235501077,220729600
20140310,16.566377639770508,16.64157687099116,16.485872501706652,16.486497412217393,178584000
20140311,16.727697372436523,16.810385536988353,16.618486337529863,16.70772856397573,279224400
20140312,16.74391746520996,16.767007485425143,16.600071438580734,16.678391867282624,199326400
20140313,16.55794906616211,16.83908875315434,16.51145573290534,16.769818685884896,257742800
20140314,16.371978759765625,16.565437682471323,16.319244655701418,16.499910413076073,237199200
20140317,16.435943603515625,16.536729143824445,16.40817258782041,16.46589930577408,199544800
20140318,16.58135223388672,16.599138018526048,16.38789328978957,16.40973515986056,209647200
20140319,16.576988220214844,16.732379320711544,16.506468309966696,16.60819208900346,224756000
20140320,16.497098922729492,16.620976130754574,16.454974972819514,16.534230256375118,208398400
20140321,16.627225875854492,16.654685282882074,16.42315838794434,16.59789506974377,374046400
20140324,16.824424743652344,16.865300550427776,16.69555488489885,16.800398188061486,355700800
20140325,17.005409240722656,17.029124184233485,16.836911659160545,16.896511473275137,282293200
20140326,16.842836380004883,17.130530181242047,16.814130490789044,17.05314626289096,299768000
20140327,16.77043914794922,16.89650105084466,16.697424629715243,16.850319347231327,222031600
20140328,16.751726150512695,16.816628536063398,16.67028612986288,16.797282969168435,200564000
20140331,16.747976303100586,16.874973088952586,16.722699928291796,16.82567182651073,168669200
20140401,16.901182174682617,16.908047856460165,16.748910684851275,16.77980125356739,200760000
20140402,16.92926788330078,16.95828705906739,16.85781312059856,16.923963643237318,180420800
20140403,16.811946868896484,16.927710298502905,16.776063671889013,16.893075256167734,162344000
20140404,16.594459533691406,16.84970132963191,16.555768405588445,16.843773844807107,275251200
20140407,16.33390998840332,16.56575008444602,16.28461038947483,16.47588463449278,289850400
20140408,16.33297348022461,16.41659814979888,16.185069699026883,16.387578979658862,243888400
20140409,16.547653198242188,16.55295743797697,16.288666985819383,16.308012546322406,206169600
20140410,16.334232330322266,16.607571628439278,16.324558711798673,16.558893580085677,239652000
20140411,16.213472366333008,16.313946327094847,16.136400058018026,16.19443675600042,271717600
20140414,16.278059005737305,16.29303519296914,16.138580659780107,16.2849230221174,205674000
20140415,16.16197967529297,16.276806535135606,15.9551026879725,16.23405933447553,266490000
20140416,16.194746017456055,16.259648383845633,16.042786126098587,16.164790310001845,214765600
20140417,16.37978172302246,16.46777579238245,16.20067569732853,16.225638790257335,284334400
20140421,16.574172973632812,16.604438629964747,16.34919692842344,16.392257415132896,182548800
